Infinite-ISP Performance & Accuracy Analysis Report
====================================================

Dataset: Mediatek RAW -> Fujifilm Ground Truth
Number of images: 2417
Total Processing Time: 12440.4881 seconds
Average Time Per Image: 5.1471 seconds
Overall FPS: 0.19 Frames/Second
Average PSNR: 20.8483 dB
Average SSIM: 0.765946

Individual Results:
Filename             | Time(s) | FPS | PSNR(dB) | SSIM
13887.png            | 5.4831 | 0.18 | 18.45 | 0.7021
13895.png            | 5.4426 | 0.18 | 24.63 | 0.8023
13904.png            | 5.3989 | 0.19 | 24.97 | 0.8454
13914.png            | 5.5979 | 0.18 | 23.47 | 0.6555
13946.png            | 5.2643 | 0.19 | 24.46 | 0.5180
13950.png            | 5.2283 | 0.19 | 22.71 | 0.6770
13965.png            | 5.4546 | 0.18 | 20.06 | 0.7927
13979.png            | 5.4946 | 0.18 | 25.65 | 0.7977
13982.png            | 5.4917 | 0.18 | 19.67 | 0.7240
13986.png            | 5.4735 | 0.18 | 28.18 | 0.8035
13995.png            | 5.3054 | 0.19 | 26.74 | 0.7724
14000.png            | 5.3997 | 0.19 | 25.99 | 0.7745
14001.png            | 5.4731 | 0.18 | 24.70 | 0.7421
1402.png             | 5.4355 | 0.18 | 17.17 | 0.6186
14026.png            | 5.6034 | 0.18 | 25.46 | 0.7791
14029.png            | 5.3936 | 0.19 | 28.02 | 0.5644
14044.png            | 5.4901 | 0.18 | 19.66 | 0.5405
14062.png            | 5.4275 | 0.18 | 30.33 | 0.9728
14064.png            | 5.4146 | 0.18 | 27.08 | 0.9691
14074.png            | 5.4237 | 0.18 | 27.99 | 0.9599
14090.png            | 5.3891 | 0.19 | 20.17 | 0.9517
14095.png            | 5.3391 | 0.19 | 24.32 | 0.8119
14107.png            | 5.4327 | 0.18 | 15.86 | 0.9625
14111.png            | 5.4966 | 0.18 | 18.35 | 0.7229
14114.png            | 5.3972 | 0.19 | 16.54 | 0.7077
1412.png             | 5.2722 | 0.19 | 15.29 | 0.6726
14123.png            | 5.4132 | 0.18 | 26.69 | 0.6612
14131.png            | 5.3704 | 0.19 | 15.12 | 0.8769
14152.png            | 5.4195 | 0.18 | 31.17 | 0.8673
14164.png            | 5.4340 | 0.18 | 19.23 | 0.7223
14174.png            | 5.3192 | 0.19 | 24.48 | 0.7634
14175.png            | 5.1693 | 0.19 | 14.20 | 0.6456
1419.png             | 5.2549 | 0.19 | 18.18 | 0.6405
14191.png            | 5.2542 | 0.19 | 23.84 | 0.7122
14192.png            | 5.4877 | 0.18 | 24.74 | 0.7499
14209.png            | 5.4290 | 0.18 | 19.51 | 0.8612
14216.png            | 5.3129 | 0.19 | 21.35 | 0.7325
14217.png            | 5.3593 | 0.19 | 19.81 | 0.7093
14226.png            | 5.5264 | 0.18 | 21.70 | 0.7553
14227.png            | 5.3024 | 0.19 | 20.24 | 0.6911
14228.png            | 5.3729 | 0.19 | 19.75 | 0.6569
14235.png            | 5.2574 | 0.19 | 20.97 | 0.8154
14240.png            | 5.3145 | 0.19 | 22.40 | 0.7515
14252.png            | 5.3718 | 0.19 | 19.72 | 0.9240
14259.png            | 5.2278 | 0.19 | 22.04 | 0.8565
14267.png            | 5.4491 | 0.18 | 22.84 | 0.9735
14269.png            | 5.3144 | 0.19 | 19.93 | 0.9149
14280.png            | 5.2658 | 0.19 | 17.39 | 0.7411
14288.png            | 5.2674 | 0.19 | 21.88 | 0.8093
14291.png            | 5.1831 | 0.19 | 22.87 | 0.7998
14299.png            | 5.3502 | 0.19 | 24.10 | 0.9754
14304.png            | 5.3391 | 0.19 | 17.74 | 0.9656
14313.png            | 5.4201 | 0.18 | 15.95 | 0.9586
14317.png            | 5.2388 | 0.19 | 22.63 | 0.7838
1433.png             | 5.2705 | 0.19 | 24.75 | 0.8444
14334.png            | 5.2801 | 0.19 | 17.12 | 0.9276
14335.png            | 5.3472 | 0.19 | 22.54 | 0.7772
14338.png            | 5.2563 | 0.19 | 21.67 | 0.7490
14365.png            | 5.4898 | 0.18 | 16.55 | 0.5398
14385.png            | 5.6260 | 0.18 | 19.04 | 0.8063
14400.png            | 5.4747 | 0.18 | 19.61 | 0.7849
14403.png            | 5.5290 | 0.18 | 22.35 | 0.6638
14417.png            | 5.3568 | 0.19 | 22.70 | 0.8842
14426.png            | 5.3025 | 0.19 | 18.08 | 0.6721
14431.png            | 5.6352 | 0.18 | 25.85 | 0.5018
14436.png            | 5.4083 | 0.18 | 25.18 | 0.8788
14440.png            | 5.4419 | 0.18 | 29.34 | 0.9106
14446.png            | 5.3429 | 0.19 | 18.28 | 0.6679
14455.png            | 5.3241 | 0.19 | 22.55 | 0.8251
14467.png            | 5.3189 | 0.19 | 19.18 | 0.5363
14468.png            | 5.5131 | 0.18 | 19.97 | 0.7666
14474.png            | 5.4575 | 0.18 | 18.18 | 0.6530
14478.png            | 5.3539 | 0.19 | 17.49 | 0.7095
14482.png            | 5.4630 | 0.18 | 16.23 | 0.7584
14499.png            | 5.3429 | 0.19 | 25.19 | 0.8528
14512.png            | 5.5580 | 0.18 | 24.37 | 0.9094
1452.png             | 5.4777 | 0.18 | 19.10 | 0.6951
14535.png            | 5.3683 | 0.19 | 14.84 | 0.6190
14547.png            | 5.3860 | 0.19 | 23.73 | 0.7411
14549.png            | 5.5134 | 0.18 | 27.02 | 0.6788
14553.png            | 5.4973 | 0.18 | 22.52 | 0.7317
14556.png            | 5.4096 | 0.18 | 27.04 | 0.7024
14569.png            | 5.5165 | 0.18 | 25.66 | 0.9728
14612.png            | 5.5144 | 0.18 | 22.28 | 0.8054
14636.png            | 5.5005 | 0.18 | 17.40 | 0.8485
14655.png            | 5.4381 | 0.18 | 20.82 | 0.7438
14672.png            | 5.3645 | 0.19 | 16.21 | 0.9444
14673.png            | 5.4763 | 0.18 | 24.54 | 0.7608
14674.png            | 5.4009 | 0.19 | 14.52 | 0.6830
14676.png            | 5.3651 | 0.19 | 16.01 | 0.7811
14683.png            | 5.4145 | 0.18 | 28.68 | 0.7642
14687.png            | 5.4187 | 0.18 | 20.64 | 0.6334
14696.png            | 5.3924 | 0.19 | 24.64 | 0.9420
14714.png            | 5.6036 | 0.18 | 22.21 | 0.8048
14719.png            | 5.4820 | 0.18 | 26.39 | 0.7277
1472.png             | 5.4831 | 0.18 | 15.43 | 0.6908
14723.png            | 5.3144 | 0.19 | 23.24 | 0.7470
14735.png            | 5.4288 | 0.18 | 17.28 | 0.8580
14739.png            | 5.3966 | 0.19 | 23.09 | 0.9060
14740.png            | 5.4170 | 0.18 | 22.56 | 0.8855
14755.png            | 5.5863 | 0.18 | 21.14 | 0.8700
14767.png            | 5.4529 | 0.18 | 12.84 | 0.5725
14771.png            | 5.3772 | 0.19 | 15.02 | 0.5268
14775.png            | 5.6498 | 0.18 | 24.75 | 0.7677
14781.png            | 5.5054 | 0.18 | 15.85 | 0.9402
14783.png            | 5.3749 | 0.19 | 19.62 | 0.8129
14792.png            | 5.5600 | 0.18 | 22.42 | 0.7538
148.png              | 5.5132 | 0.18 | 23.20 | 0.9041
14800.png            | 5.5131 | 0.18 | 20.64 | 0.8349
14820.png            | 5.4061 | 0.18 | 15.89 | 0.5590
14831.png            | 5.4640 | 0.18 | 15.02 | 0.7716
14838.png            | 5.4460 | 0.18 | 26.56 | 0.7577
14841.png            | 5.5102 | 0.18 | 23.62 | 0.8292
14843.png            | 5.3983 | 0.19 | 20.81 | 0.7237
14845.png            | 5.5382 | 0.18 | 22.38 | 0.8023
14848.png            | 5.5694 | 0.18 | 29.24 | 0.8792
14864.png            | 5.3787 | 0.19 | 35.96 | 0.5392
14881.png            | 5.4579 | 0.18 | 30.29 | 0.7918
14886.png            | 5.4613 | 0.18 | 23.06 | 0.7228
14892.png            | 5.6312 | 0.18 | 25.28 | 0.7864
14893.png            | 5.5094 | 0.18 | 18.41 | 0.9001
14898.png            | 5.4801 | 0.18 | 19.19 | 0.8921
149.png              | 5.5559 | 0.18 | 23.92 | 0.9130
14902.png            | 5.5927 | 0.18 | 24.94 | 0.8263
14935.png            | 5.4455 | 0.18 | 29.16 | 0.8823
14939.png            | 5.5301 | 0.18 | 20.95 | 0.6769
14950.png            | 5.6193 | 0.18 | 26.18 | 0.9459
14962.png            | 5.4243 | 0.18 | 21.68 | 0.9798
14968.png            | 5.5306 | 0.18 | 19.49 | 0.7630
14978.png            | 5.6245 | 0.18 | 14.51 | 0.5198
14979.png            | 5.6318 | 0.18 | 19.50 | 0.7747
14982.png            | 5.3899 | 0.19 | 21.24 | 0.7778
14983.png            | 5.4652 | 0.18 | 14.64 | 0.7115
15001.png            | 5.3755 | 0.19 | 26.79 | 0.7302
15003.png            | 5.4922 | 0.18 | 14.44 | 0.7900
15069.png            | 5.5300 | 0.18 | 22.90 | 0.9792
1507.png             | 5.4342 | 0.18 | 18.57 | 0.6989
15070.png            | 5.4358 | 0.18 | 20.76 | 0.9739
15080.png            | 5.5422 | 0.18 | 22.82 | 0.7788
15083.png            | 5.5244 | 0.18 | 22.59 | 0.7955
15086.png            | 5.4450 | 0.18 | 27.04 | 0.3954
1509.png             | 5.4708 | 0.18 | 21.12 | 0.6486
15092.png            | 5.3972 | 0.19 | 21.73 | 0.7372
15094.png            | 5.4816 | 0.18 | 18.32 | 0.7658
151.png              | 5.4263 | 0.18 | 22.61 | 0.7928
15104.png            | 5.5211 | 0.18 | 25.99 | 0.7246
15105.png            | 5.5018 | 0.18 | 23.83 | 0.7381
15128.png            | 5.4566 | 0.18 | 20.70 | 0.8671
1513.png             | 5.5479 | 0.18 | 26.65 | 0.8105
15131.png            | 5.5785 | 0.18 | 17.31 | 0.6591
15139.png            | 5.5139 | 0.18 | 15.96 | 0.4952
15147.png            | 5.5229 | 0.18 | 18.01 | 0.7981
15156.png            | 5.3890 | 0.19 | 24.10 | 0.8905
15159.png            | 5.3605 | 0.19 | 28.48 | 0.9605
15182.png            | 5.3807 | 0.19 | 19.95 | 0.8251
1520.png             | 5.2455 | 0.19 | 14.61 | 0.6282
15208.png            | 5.5417 | 0.18 | 18.15 | 0.8460
15212.png            | 5.6221 | 0.18 | 19.37 | 0.5398
15235.png            | 5.4569 | 0.18 | 20.54 | 0.9731
15237.png            | 5.6342 | 0.18 | 18.69 | 0.7816
15241.png            | 5.4952 | 0.18 | 19.23 | 0.6889
15257.png            | 5.5380 | 0.18 | 22.57 | 0.6635
15273.png            | 5.5554 | 0.18 | 23.96 | 0.7847
15276.png            | 5.5599 | 0.18 | 17.92 | 0.7465
15287.png            | 5.4962 | 0.18 | 15.27 | 0.6042
15288.png            | 5.4476 | 0.18 | 16.97 | 0.6649
15303.png            | 5.5039 | 0.18 | 16.12 | 0.4866
15304.png            | 5.5154 | 0.18 | 19.63 | 0.5216
15310.png            | 5.5066 | 0.18 | 15.76 | 0.7271
15311.png            | 5.7189 | 0.17 | 17.08 | 0.6453
15324.png            | 5.4951 | 0.18 | 20.10 | 0.6170
15331.png            | 5.5554 | 0.18 | 22.84 | 0.5890
15333.png            | 5.5565 | 0.18 | 23.26 | 0.9286
15345.png            | 5.3044 | 0.19 | 24.32 | 0.8850
1535.png             | 5.6202 | 0.18 | 16.56 | 0.9703
15351.png            | 5.5928 | 0.18 | 23.24 | 0.9134
15363.png            | 5.4669 | 0.18 | 18.29 | 0.6183
15375.png            | 5.5878 | 0.18 | 24.37 | 0.7300
15421.png            | 5.4903 | 0.18 | 21.31 | 0.8776
15441.png            | 5.5804 | 0.18 | 15.57 | 0.6624
15447.png            | 5.6050 | 0.18 | 23.27 | 0.9822
15448.png            | 5.5608 | 0.18 | 26.41 | 0.9665
15462.png            | 5.5533 | 0.18 | 20.68 | 0.7957
15470.png            | 5.6030 | 0.18 | 20.29 | 0.6239
15481.png            | 5.5175 | 0.18 | 17.95 | 0.6356
15486.png            | 5.6101 | 0.18 | 17.66 | 0.6257
155.png              | 5.4652 | 0.18 | 23.04 | 0.8121
15502.png            | 5.4173 | 0.18 | 22.57 | 0.9809
15508.png            | 5.5438 | 0.18 | 23.34 | 0.9649
15517.png            | 5.5242 | 0.18 | 18.36 | 0.7213
15526.png            | 5.5433 | 0.18 | 20.96 | 0.7366
15534.png            | 5.5626 | 0.18 | 16.43 | 0.9378
15545.png            | 5.5518 | 0.18 | 21.87 | 0.3922
15546.png            | 5.4614 | 0.18 | 24.77 | 0.7508
15565.png            | 5.5324 | 0.18 | 23.34 | 0.9296
15569.png            | 5.5104 | 0.18 | 19.66 | 0.7217
15587.png            | 5.4155 | 0.18 | 19.34 | 0.7606
15590.png            | 5.3775 | 0.19 | 29.06 | 0.8124
15612.png            | 5.4625 | 0.18 | 23.52 | 0.9087
1562.png             | 5.4584 | 0.18 | 20.66 | 0.7856
15630.png            | 5.5329 | 0.18 | 16.19 | 0.7660
15643.png            | 5.6191 | 0.18 | 31.68 | 0.8173
15654.png            | 5.7641 | 0.17 | 25.95 | 0.6810
15671.png            | 5.5041 | 0.18 | 21.01 | 0.6327
15678.png            | 5.5709 | 0.18 | 17.95 | 0.6847
15690.png            | 5.5446 | 0.18 | 16.23 | 0.9449
15707.png            | 5.5833 | 0.18 | 19.40 | 0.9165
15725.png            | 5.4453 | 0.18 | 21.43 | 0.7772
15763.png            | 5.5483 | 0.18 | 21.09 | 0.7018
15794.png            | 5.6190 | 0.18 | 22.41 | 0.9282
1582.png             | 5.5411 | 0.18 | 22.85 | 0.6979
15822.png            | 5.5395 | 0.18 | 21.25 | 0.9762
15849.png            | 5.4614 | 0.18 | 19.43 | 0.8426
15851.png            | 5.4942 | 0.18 | 23.74 | 0.7527
15860.png            | 5.5360 | 0.18 | 23.77 | 0.8148
15881.png            | 5.5900 | 0.18 | 26.57 | 0.8181
15889.png            | 5.4899 | 0.18 | 18.94 | 0.7004
15897.png            | 5.5725 | 0.18 | 17.76 | 0.7404
15901.png            | 5.5429 | 0.18 | 19.88 | 0.7633
15913.png            | 5.3868 | 0.19 | 18.34 | 0.8227
15915.png            | 5.4522 | 0.18 | 21.38 | 0.8693
15939.png            | 5.5360 | 0.18 | 19.74 | 0.6718
15946.png            | 5.6342 | 0.18 | 17.12 | 0.7292
15950.png            | 5.6311 | 0.18 | 22.34 | 0.8203
15957.png            | 5.5172 | 0.18 | 16.01 | 0.7162
1596.png             | 5.4822 | 0.18 | 24.80 | 0.8629
15974.png            | 5.5351 | 0.18 | 16.03 | 0.7528
15975.png            | 5.4620 | 0.18 | 16.55 | 0.7872
15981.png            | 5.3482 | 0.19 | 20.91 | 0.8146
15997.png            | 5.5134 | 0.18 | 17.81 | 0.6015
16006.png            | 5.5121 | 0.18 | 21.52 | 0.6786
16018.png            | 5.6735 | 0.18 | 18.67 | 0.6662
16020.png            | 5.5835 | 0.18 | 20.51 | 0.6130
16025.png            | 5.6009 | 0.18 | 23.35 | 0.7232
16028.png            | 5.6220 | 0.18 | 17.18 | 0.8824
1603.png             | 5.3336 | 0.19 | 22.00 | 0.6836
16051.png            | 5.5726 | 0.18 | 19.65 | 0.9635
16062.png            | 5.4514 | 0.18 | 23.98 | 0.9390
16071.png            | 5.4123 | 0.18 | 23.06 | 0.9746
16089.png            | 5.4958 | 0.18 | 23.65 | 0.6527
16099.png            | 5.4742 | 0.18 | 21.73 | 0.7726
16103.png            | 5.6693 | 0.18 | 23.86 | 0.7546
16104.png            | 5.5217 | 0.18 | 22.87 | 0.7385
16118.png            | 5.4297 | 0.18 | 20.54 | 0.8271
16121.png            | 5.5380 | 0.18 | 22.86 | 0.7754
16146.png            | 5.6217 | 0.18 | 24.62 | 0.8425
16166.png            | 5.4969 | 0.18 | 18.76 | 0.8155
16167.png            | 5.5324 | 0.18 | 21.34 | 0.6770
16173.png            | 5.5142 | 0.18 | 19.42 | 0.6575
16209.png            | 5.4191 | 0.18 | 12.55 | 0.3767
1621.png             | 5.4918 | 0.18 | 21.22 | 0.9429
16213.png            | 5.4863 | 0.18 | 21.50 | 0.8386
16217.png            | 5.4860 | 0.18 | 22.77 | 0.8493
16221.png            | 5.4637 | 0.18 | 20.25 | 0.7588
16236.png            | 5.3788 | 0.19 | 19.36 | 0.7536
16241.png            | 5.6147 | 0.18 | 23.05 | 0.8907
16244.png            | 5.6023 | 0.18 | 24.23 | 0.8680
16245.png            | 5.5388 | 0.18 | 20.79 | 0.6708
1625.png             | 5.4828 | 0.18 | 18.43 | 0.8924
16287.png            | 5.6642 | 0.18 | 24.51 | 0.7856
16305.png            | 5.5808 | 0.18 | 18.53 | 0.7102
16311.png            | 5.5621 | 0.18 | 17.86 | 0.6728
16313.png            | 5.4456 | 0.18 | 15.36 | 0.6264
16326.png            | 5.4718 | 0.18 | 14.08 | 0.7766
16327.png            | 5.4150 | 0.18 | 23.05 | 0.9900
16329.png            | 5.4982 | 0.18 | 21.40 | 0.8134
16339.png            | 5.5891 | 0.18 | 17.70 | 0.8670
1635.png             | 5.4604 | 0.18 | 16.51 | 0.9683
16351.png            | 5.5330 | 0.18 | 20.75 | 0.6618
16362.png            | 5.5398 | 0.18 | 27.39 | 0.8646
1638.png             | 5.4298 | 0.18 | 15.85 | 0.5761
16381.png            | 5.5557 | 0.18 | 19.19 | 0.5768
16385.png            | 5.5649 | 0.18 | 24.36 | 0.8383
16390.png            | 5.5528 | 0.18 | 17.38 | 0.7145
16395.png            | 5.6626 | 0.18 | 22.97 | 0.7374
16410.png            | 5.5807 | 0.18 | 20.70 | 0.8437
16416.png            | 5.3817 | 0.19 | 22.11 | 0.8011
16422.png            | 5.4884 | 0.18 | 20.61 | 0.6664
16436.png            | 5.4287 | 0.18 | 21.94 | 0.7282
16439.png            | 5.5539 | 0.18 | 18.95 | 0.5285
16456.png            | 5.4196 | 0.18 | 26.38 | 0.7054
16458.png            | 5.5860 | 0.18 | 28.20 | 0.6686
16479.png            | 5.4079 | 0.18 | 18.00 | 0.8083
16485.png            | 5.5448 | 0.18 | 17.29 | 0.7951
16496.png            | 5.6155 | 0.18 | 22.86 | 0.9433
16509.png            | 5.4416 | 0.18 | 23.36 | 0.6518
16538.png            | 5.4961 | 0.18 | 19.17 | 0.7189
16546.png            | 5.5608 | 0.18 | 17.88 | 0.6374
16581.png            | 5.7336 | 0.17 | 21.13 | 0.8774
16595.png            | 5.5416 | 0.18 | 20.37 | 0.7370
16600.png            | 5.3382 | 0.19 | 27.23 | 0.7274
16605.png            | 5.3770 | 0.19 | 25.43 | 0.9727
16627.png            | 5.4702 | 0.18 | 25.66 | 0.8249
16647.png            | 5.4305 | 0.18 | 23.09 | 0.7867
16668.png            | 5.5169 | 0.18 | 24.34 | 0.8478
16669.png            | 5.6294 | 0.18 | 22.34 | 0.8573
16675.png            | 5.5163 | 0.18 | 24.68 | 0.7994
16690.png            | 5.5634 | 0.18 | 25.18 | 0.8667
16694.png            | 5.4874 | 0.18 | 22.48 | 0.7922
16707.png            | 5.5383 | 0.18 | 20.18 | 0.7434
16716.png            | 5.4327 | 0.18 | 18.45 | 0.9428
16720.png            | 5.5267 | 0.18 | 22.29 | 0.8781
16722.png            | 5.5730 | 0.18 | 22.67 | 0.6918
16732.png            | 5.4251 | 0.18 | 16.11 | 0.9302
16769.png            | 5.3694 | 0.19 | 24.94 | 0.5022
16771.png            | 5.4208 | 0.18 | 11.02 | 0.3739
1681.png             | 5.3929 | 0.19 | 16.43 | 0.7221
16828.png            | 5.4127 | 0.18 | 21.72 | 0.8682
16830.png            | 5.4384 | 0.18 | 18.22 | 0.6540
16839.png            | 5.5076 | 0.18 | 18.22 | 0.6803
16862.png            | 5.6375 | 0.18 | 26.31 | 0.8518
16872.png            | 5.4249 | 0.18 | 25.40 | 0.8861
16897.png            | 5.5399 | 0.18 | 23.42 | 0.7597
16905.png            | 5.4288 | 0.18 | 27.69 | 0.8985
16906.png            | 5.3767 | 0.19 | 21.20 | 0.8725
16922.png            | 5.5749 | 0.18 | 23.00 | 0.8861
16930.png            | 5.5438 | 0.18 | 19.63 | 0.9015
16951.png            | 5.4155 | 0.18 | 25.21 | 0.6468
16954.png            | 5.4053 | 0.19 | 22.19 | 0.8415
16970.png            | 5.5808 | 0.18 | 21.59 | 0.7747
16976.png            | 5.4647 | 0.18 | 26.16 | 0.7202
16981.png            | 5.2358 | 0.19 | 21.99 | 0.7266
16994.png            | 5.4119 | 0.18 | 21.74 | 0.7013
17000.png            | 5.4212 | 0.18 | 20.72 | 0.6505
17012.png            | 5.4028 | 0.19 | 15.94 | 0.6922
17025.png            | 5.6354 | 0.18 | 17.96 | 0.7719
17033.png            | 5.5669 | 0.18 | 20.92 | 0.5974
17035.png            | 5.4276 | 0.18 | 26.40 | 0.8118
17039.png            | 5.4341 | 0.18 | 20.39 | 0.5373
17040.png            | 5.5318 | 0.18 | 29.27 | 0.5075
17056.png            | 5.6621 | 0.18 | 23.76 | 0.9577
17063.png            | 5.5004 | 0.18 | 22.52 | 0.8109
17073.png            | 5.5197 | 0.18 | 19.78 | 0.7325
17079.png            | 5.3688 | 0.19 | 20.93 | 0.6223
1708.png             | 5.4223 | 0.18 | 15.82 | 0.7830
17090.png            | 5.5707 | 0.18 | 21.00 | 0.8147
17102.png            | 5.5770 | 0.18 | 19.64 | 0.5112
17110.png            | 5.4839 | 0.18 | 21.24 | 0.7531
1712.png             | 5.6250 | 0.18 | 22.37 | 0.7809
1713.png             | 5.5420 | 0.18 | 18.74 | 0.7822
17135.png            | 5.5327 | 0.18 | 20.18 | 0.6764
17138.png            | 5.3751 | 0.19 | 18.24 | 0.7105
17144.png            | 5.4377 | 0.18 | 20.88 | 0.8252
17196.png            | 5.4658 | 0.18 | 13.63 | 0.5093
17207.png            | 5.4751 | 0.18 | 17.97 | 0.9686
17214.png            | 5.4402 | 0.18 | 17.18 | 0.9459
17216.png            | 5.4100 | 0.18 | 22.29 | 0.7799
17222.png            | 5.4949 | 0.18 | 21.82 | 0.6427
17224.png            | 5.4932 | 0.18 | 18.12 | 0.7082
17227.png            | 5.3066 | 0.19 | 22.41 | 0.7768
1724.png             | 5.5391 | 0.18 | 21.56 | 0.7651
17240.png            | 5.4904 | 0.18 | 26.37 | 0.7460
17270.png            | 5.5677 | 0.18 | 23.22 | 0.6591
17279.png            | 5.3723 | 0.19 | 21.07 | 0.9669
17280.png            | 5.4985 | 0.18 | 21.49 | 0.9659
17282.png            | 5.3276 | 0.19 | 18.57 | 0.9563
17283.png            | 5.4397 | 0.18 | 19.43 | 0.9634
17296.png            | 5.5543 | 0.18 | 19.88 | 0.9609
173.png              | 5.6080 | 0.18 | 22.78 | 0.6502
17326.png            | 5.4087 | 0.18 | 19.47 | 0.7741
17336.png            | 5.4409 | 0.18 | 17.21 | 0.7598
17348.png            | 5.5397 | 0.18 | 21.71 | 0.7050
17355.png            | 5.5215 | 0.18 | 19.63 | 0.6715
17365.png            | 5.5270 | 0.18 | 18.20 | 0.7311
17366.png            | 5.4913 | 0.18 | 18.35 | 0.5344
17374.png            | 5.4831 | 0.18 | 17.01 | 0.9516
17377.png            | 5.5124 | 0.18 | 15.30 | 0.3958
17383.png            | 5.3559 | 0.19 | 13.63 | 0.6075
17392.png            | 5.4209 | 0.18 | 14.66 | 0.6866
17404.png            | 5.5854 | 0.18 | 25.53 | 0.7881
17410.png            | 5.5700 | 0.18 | 15.63 | 0.9071
17411.png            | 5.3842 | 0.19 | 17.50 | 0.7500
17416.png            | 5.1858 | 0.19 | 20.01 | 0.8644
17425.png            | 5.5291 | 0.18 | 15.97 | 0.8911
17435.png            | 5.4921 | 0.18 | 19.07 | 0.6850
17437.png            | 5.3933 | 0.19 | 18.73 | 0.7314
17440.png            | 5.4293 | 0.18 | 11.58 | 0.5415
17482.png            | 5.5214 | 0.18 | 30.57 | 0.9000
17489.png            | 5.4221 | 0.18 | 18.67 | 0.8628
17506.png            | 5.4866 | 0.18 | 22.20 | 0.7166
17514.png            | 5.5118 | 0.18 | 24.50 | 0.8219
17517.png            | 5.3803 | 0.19 | 23.31 | 0.5415
17523.png            | 5.4670 | 0.18 | 19.06 | 0.6688
17524.png            | 5.4543 | 0.18 | 20.93 | 0.7773
17526.png            | 5.4691 | 0.18 | 22.96 | 0.8646
17534.png            | 5.5457 | 0.18 | 23.92 | 0.8679
17538.png            | 5.4196 | 0.18 | 23.23 | 0.6135
17556.png            | 5.4434 | 0.18 | 19.05 | 0.6232
17576.png            | 5.2631 | 0.19 | 14.64 | 0.6281
17601.png            | 5.4194 | 0.18 | 24.76 | 0.7300
17607.png            | 5.4974 | 0.18 | 15.52 | 0.9161
17609.png            | 5.3817 | 0.19 | 19.02 | 0.9406
17619.png            | 5.4849 | 0.18 | 19.75 | 0.9014
1762.png             | 5.3781 | 0.19 | 25.01 | 0.5822
17624.png            | 5.3780 | 0.19 | 16.17 | 0.8829
1763.png             | 5.5019 | 0.18 | 25.26 | 0.5762
17630.png            | 5.5079 | 0.18 | 18.24 | 0.7108
17662.png            | 5.4052 | 0.19 | 22.98 | 0.6791
17668.png            | 5.4344 | 0.18 | 21.50 | 0.9613
17688.png            | 5.5932 | 0.18 | 22.40 | 0.7541
17689.png            | 5.4224 | 0.18 | 21.43 | 0.6906
17695.png            | 5.5471 | 0.18 | 23.60 | 0.9008
17707.png            | 5.6283 | 0.18 | 21.79 | 0.6611
17713.png            | 5.3370 | 0.19 | 22.31 | 0.5105
17719.png            | 5.4244 | 0.18 | 26.80 | 0.8512
17720.png            | 5.4853 | 0.18 | 29.57 | 0.8496
17734.png            | 5.3532 | 0.19 | 28.74 | 0.8404
17742.png            | 5.4752 | 0.18 | 24.76 | 0.8210
17756.png            | 5.5028 | 0.18 | 19.02 | 0.8635
17759.png            | 5.5308 | 0.18 | 24.48 | 0.9811
17777.png            | 5.5027 | 0.18 | 19.76 | 0.5786
17780.png            | 5.3342 | 0.19 | 18.55 | 0.7590
17794.png            | 5.3648 | 0.19 | 17.13 | 0.7945
17799.png            | 5.4669 | 0.18 | 13.45 | 0.5726
17809.png            | 5.4115 | 0.18 | 21.04 | 0.7206
17811.png            | 5.5651 | 0.18 | 13.38 | 0.6217
17814.png            | 5.3826 | 0.19 | 14.43 | 0.8992
17815.png            | 5.3130 | 0.19 | 16.31 | 0.8476
17823.png            | 5.4245 | 0.18 | 15.98 | 0.7982
17826.png            | 5.4913 | 0.18 | 21.94 | 0.8343
17838.png            | 5.5016 | 0.18 | 28.83 | 0.8912
17877.png            | 5.4137 | 0.18 | 21.64 | 0.8984
17881.png            | 5.3148 | 0.19 | 26.06 | 0.8908
17887.png            | 5.7140 | 0.18 | 20.35 | 0.8943
1789.png             | 5.3676 | 0.19 | 25.05 | 0.7278
17896.png            | 5.5402 | 0.18 | 17.86 | 0.6191
17898.png            | 5.5153 | 0.18 | 18.37 | 0.6783
179.png              | 5.4663 | 0.18 | 20.34 | 0.7716
17902.png            | 5.4722 | 0.18 | 14.85 | 0.6172
17913.png            | 5.4612 | 0.18 | 22.03 | 0.8903
17926.png            | 5.4057 | 0.18 | 15.41 | 0.9085
17932.png            | 5.2997 | 0.19 | 15.84 | 0.9351
17937.png            | 5.4297 | 0.18 | 23.89 | 0.9248
17944.png            | 5.5424 | 0.18 | 16.90 | 0.9241
17946.png            | 5.4044 | 0.19 | 17.89 | 0.7420
17960.png            | 5.4332 | 0.18 | 23.22 | 0.8330
17963.png            | 5.3914 | 0.19 | 23.72 | 0.7926
17967.png            | 5.5070 | 0.18 | 19.40 | 0.6747
17970.png            | 5.4559 | 0.18 | 24.94 | 0.4651
17977.png            | 5.2977 | 0.19 | 14.78 | 0.7106
17978.png            | 5.5278 | 0.18 | 25.27 | 0.7839
17999.png            | 5.3630 | 0.19 | 27.87 | 0.8861
18005.png            | 5.5168 | 0.18 | 17.01 | 0.8832
1803.png             | 5.4588 | 0.18 | 17.40 | 0.7471
18041.png            | 5.4725 | 0.18 | 24.16 | 0.8352
