Infinite-ISP Performance & Accuracy Analysis Report
====================================================

Dataset: Mediatek RAW -> Fujifilm Ground Truth
Number of images: 2417
Total Processing Time: 1104.0592 seconds
Average Time Per Image: 0.4568 seconds
Overall FPS: 2.19 Frames/Second
Average PSNR: 20.8483 dB
Average SSIM: 0.765946

Individual Results:
Filename             | Time(s) | FPS | PSNR(dB) | SSIM
804.png              | 0.4598 | 2.17 | 18.46 | 0.7329
8054.png             | 0.4762 | 2.10 | 23.35 | 0.7829
8082.png             | 0.4745 | 2.11 | 19.99 | 0.9504
8086.png             | 0.4591 | 2.18 | 16.21 | 0.8061
8092.png             | 0.4597 | 2.18 | 17.11 | 0.6935
8096.png             | 0.4658 | 2.15 | 20.74 | 0.6479
8119.png             | 0.4598 | 2.17 | 20.85 | 0.9632
8138.png             | 0.4542 | 2.20 | 21.84 | 0.8288
8142.png             | 0.4536 | 2.20 | 16.74 | 0.7708
8154.png             | 0.4564 | 2.19 | 22.93 | 0.7549
8161.png             | 0.4547 | 2.20 | 18.58 | 0.6513
8165.png             | 0.4653 | 2.15 | 17.69 | 0.8658
8174.png             | 0.4538 | 2.20 | 12.96 | 0.6730
8175.png             | 0.4528 | 2.21 | 23.49 | 0.7661
8177.png             | 0.4563 | 2.19 | 14.45 | 0.5989
8205.png             | 0.4649 | 2.15 | 14.67 | 0.6896
8218.png             | 0.4472 | 2.24 | 22.10 | 0.6894
8229.png             | 0.5139 | 1.95 | 15.50 | 0.9592
8255.png             | 0.4505 | 2.22 | 19.52 | 0.7301
8272.png             | 0.4938 | 2.03 | 20.49 | 0.8530
828.png              | 0.5072 | 1.97 | 21.88 | 0.8951
8280.png             | 0.4914 | 2.04 | 21.55 | 0.5772
8287.png             | 0.4818 | 2.08 | 20.97 | 0.8033
83.png               | 0.4993 | 2.00 | 18.75 | 0.7064
8305.png             | 0.5069 | 1.97 | 22.71 | 0.8715
8311.png             | 0.4899 | 2.04 | 15.58 | 0.6613
8318.png             | 0.4725 | 2.12 | 15.37 | 0.5094
8335.png             | 0.4822 | 2.07 | 18.28 | 0.6860
8344.png             | 0.4882 | 2.05 | 24.79 | 0.8391
8347.png             | 0.5053 | 1.98 | 22.61 | 0.8155
8351.png             | 0.5067 | 1.97 | 21.33 | 0.7698
8360.png             | 0.5061 | 1.98 | 25.88 | 0.7721
8361.png             | 0.5094 | 1.96 | 26.26 | 0.7591
8376.png             | 0.5008 | 2.00 | 20.75 | 0.7489
8381.png             | 0.5292 | 1.89 | 21.91 | 0.6119
8386.png             | 0.4771 | 2.10 | 29.53 | 0.7630
8396.png             | 0.5072 | 1.97 | 22.43 | 0.7110
8398.png             | 0.4718 | 2.12 | 25.87 | 0.7226
8399.png             | 0.5126 | 1.95 | 17.50 | 0.7371
8408.png             | 0.4766 | 2.10 | 18.25 | 0.6983
8419.png             | 0.4956 | 2.02 | 14.63 | 0.5896
842.png              | 0.4809 | 2.08 | 24.65 | 0.8099
8436.png             | 0.5091 | 1.96 | 21.08 | 0.6968
8448.png             | 0.4855 | 2.06 | 22.09 | 0.8624
847.png              | 0.4822 | 2.07 | 21.50 | 0.6356
8470.png             | 0.4887 | 2.05 | 24.10 | 0.6159
8480.png             | 0.5080 | 1.97 | 20.91 | 0.9758
8490.png             | 0.4848 | 2.06 | 19.52 | 0.7553
8495.png             | 0.4737 | 2.11 | 20.04 | 0.7781
8502.png             | 0.5070 | 1.97 | 19.72 | 0.6528
8513.png             | 0.4824 | 2.07 | 18.20 | 0.7183
8523.png             | 0.5014 | 1.99 | 22.47 | 0.8196
8533.png             | 0.4866 | 2.06 | 20.39 | 0.8000
8541.png             | 0.4845 | 2.06 | 14.02 | 0.8341
8553.png             | 0.5101 | 1.96 | 15.96 | 0.7527
8557.png             | 0.5045 | 1.98 | 13.99 | 0.8635
856.png              | 0.5004 | 2.00 | 26.99 | 0.7852
8573.png             | 0.4780 | 2.09 | 20.65 | 0.7708
8580.png             | 0.4834 | 2.07 | 19.41 | 0.6235
8592.png             | 0.4884 | 2.05 | 22.04 | 0.8387
8598.png             | 0.4722 | 2.12 | 19.85 | 0.8385
8599.png             | 0.4850 | 2.06 | 23.62 | 0.7918
860.png              | 0.5167 | 1.94 | 20.69 | 0.8523
8612.png             | 0.4968 | 2.01 | 14.61 | 0.6801
8613.png             | 0.4952 | 2.02 | 14.07 | 0.9538
8642.png             | 0.5196 | 1.92 | 18.10 | 0.6538
867.png              | 0.5050 | 1.98 | 21.56 | 0.5349
8670.png             | 0.4810 | 2.08 | 26.12 | 0.7823
8677.png             | 0.5333 | 1.87 | 20.94 | 0.7813
8694.png             | 0.5057 | 1.98 | 17.84 | 0.8216
8729.png             | 0.4830 | 2.07 | 26.18 | 0.8318
8739.png             | 0.4753 | 2.10 | 19.82 | 0.8000
874.png              | 0.4964 | 2.01 | 22.15 | 0.8158
8743.png             | 0.4745 | 2.11 | 15.97 | 0.5031
8753.png             | 0.4800 | 2.08 | 19.57 | 0.8446
8757.png             | 0.4879 | 2.05 | 18.79 | 0.8910
8762.png             | 0.5060 | 1.98 | 20.57 | 0.7450
8763.png             | 0.4842 | 2.07 | 21.03 | 0.8708
8771.png             | 0.4886 | 2.05 | 24.05 | 0.6037
8806.png             | 0.4870 | 2.05 | 20.64 | 0.7365
8808.png             | 0.4978 | 2.01 | 22.07 | 0.6126
8811.png             | 0.4961 | 2.02 | 18.21 | 0.5125
8830.png             | 0.5151 | 1.94 | 16.30 | 0.7181
8843.png             | 0.4987 | 2.01 | 14.01 | 0.8151
8846.png             | 0.5092 | 1.96 | 19.24 | 0.7510
8848.png             | 0.5147 | 1.94 | 17.32 | 0.7443
8851.png             | 0.4836 | 2.07 | 17.36 | 0.6195
8869.png             | 0.4824 | 2.07 | 16.57 | 0.7263
8873.png             | 0.4759 | 2.10 | 18.50 | 0.8666
8900.png             | 0.4779 | 2.09 | 18.47 | 0.9653
892.png              | 0.5245 | 1.91 | 24.69 | 0.7099
8921.png             | 0.4794 | 2.09 | 26.11 | 0.8768
8922.png             | 0.5022 | 1.99 | 27.22 | 0.8530
894.png              | 0.5007 | 2.00 | 27.79 | 0.6583
8941.png             | 0.4826 | 2.07 | 16.11 | 0.8071
8958.png             | 0.4783 | 2.09 | 21.52 | 0.8429
8977.png             | 0.5090 | 1.96 | 26.46 | 0.8235
8990.png             | 0.4764 | 2.10 | 18.88 | 0.7780
90.png               | 0.5057 | 1.98 | 19.04 | 0.5173
9014.png             | 0.4845 | 2.06 | 23.49 | 0.7646
9017.png             | 0.4767 | 2.10 | 18.54 | 0.7062
902.png              | 0.4763 | 2.10 | 23.73 | 0.7153
903.png              | 0.5080 | 1.97 | 17.99 | 0.7456
9074.png             | 0.4835 | 2.07 | 21.20 | 0.6743
9077.png             | 0.4890 | 2.05 | 17.51 | 0.5485
9101.png             | 0.4854 | 2.06 | 20.51 | 0.7456
9103.png             | 0.5051 | 1.98 | 13.99 | 0.9155
9104.png             | 0.4823 | 2.07 | 18.95 | 0.7188
9106.png             | 0.5018 | 1.99 | 24.67 | 0.8630
9131.png             | 0.4746 | 2.11 | 23.38 | 0.9689
9148.png             | 0.5105 | 1.96 | 18.95 | 0.8962
9150.png             | 0.5053 | 1.98 | 22.89 | 0.9316
916.png              | 0.4943 | 2.02 | 26.61 | 0.9812
9160.png             | 0.5061 | 1.98 | 22.39 | 0.6634
9163.png             | 0.4832 | 2.07 | 16.01 | 0.6997
9179.png             | 0.4910 | 2.04 | 21.71 | 0.9678
918.png              | 0.4676 | 2.14 | 26.92 | 0.9822
9183.png             | 0.4746 | 2.11 | 20.13 | 0.9515
919.png              | 0.4786 | 2.09 | 25.20 | 0.9826
9191.png             | 0.4836 | 2.07 | 22.68 | 0.9740
922.png              | 0.4950 | 2.02 | 21.56 | 0.8937
9221.png             | 0.4732 | 2.11 | 23.15 | 0.7768
9225.png             | 0.4962 | 2.02 | 17.40 | 0.6254
9235.png             | 0.4755 | 2.10 | 16.79 | 0.7782
9240.png             | 0.4814 | 2.08 | 16.79 | 0.7743
9256.png             | 0.4866 | 2.05 | 17.24 | 0.8131
9258.png             | 0.4786 | 2.09 | 25.99 | 0.8537
9260.png             | 0.4771 | 2.10 | 16.85 | 0.7452
9275.png             | 0.5231 | 1.91 | 24.02 | 0.7259
9296.png             | 0.4947 | 2.02 | 16.13 | 0.8468
9298.png             | 0.4689 | 2.13 | 19.93 | 0.6542
9301.png             | 0.4729 | 2.11 | 17.36 | 0.7236
9320.png             | 0.5453 | 1.83 | 15.96 | 0.4515
9326.png             | 0.5430 | 1.84 | 21.24 | 0.6630
9332.png             | 0.5079 | 1.97 | 24.73 | 0.7299
9334.png             | 0.4759 | 2.10 | 20.11 | 0.8542
934.png              | 0.4902 | 2.04 | 28.20 | 0.9601
9360.png             | 0.4777 | 2.09 | 19.18 | 0.6545
9363.png             | 0.4780 | 2.09 | 15.37 | 0.7983
937.png              | 0.4750 | 2.11 | 26.63 | 0.7999
9378.png             | 0.4807 | 2.08 | 16.60 | 0.7577
9381.png             | 0.5086 | 1.97 | 18.22 | 0.5014
9386.png             | 0.4773 | 2.10 | 14.29 | 0.6992
9389.png             | 0.4750 | 2.11 | 16.18 | 0.8040
9396.png             | 0.4864 | 2.06 | 20.11 | 0.6650
9399.png             | 0.4762 | 2.10 | 23.09 | 0.7948
9400.png             | 0.5048 | 1.98 | 22.35 | 0.7156
9403.png             | 0.5328 | 1.88 | 21.86 | 0.6477
9421.png             | 0.4837 | 2.07 | 17.72 | 0.7045
943.png              | 0.4741 | 2.11 | 25.02 | 0.9479
9434.png             | 0.4845 | 2.06 | 23.86 | 0.8257
9437.png             | 0.4959 | 2.02 | 20.79 | 0.8395
9448.png             | 0.4845 | 2.06 | 26.20 | 0.8207
9464.png             | 0.4998 | 2.00 | 16.42 | 0.6723
9471.png             | 0.4786 | 2.09 | 19.34 | 0.6961
9477.png             | 0.4753 | 2.10 | 14.00 | 0.8181
9478.png             | 0.4964 | 2.01 | 34.98 | 0.9360
9489.png             | 0.5097 | 1.96 | 17.22 | 0.6042
9496.png             | 0.5057 | 1.98 | 12.21 | 0.6761
95.png               | 0.4788 | 2.09 | 19.01 | 0.9461
9503.png             | 0.4755 | 2.10 | 23.95 | 0.4809
952.png              | 0.5029 | 1.99 | 17.94 | 0.6791
9526.png             | 0.5074 | 1.97 | 22.00 | 0.6030
9531.png             | 0.4605 | 2.17 | 17.95 | 0.7033
9534.png             | 0.4894 | 2.04 | 20.80 | 0.6688
9541.png             | 0.4744 | 2.11 | 12.80 | 0.6512
9548.png             | 0.4766 | 2.10 | 19.14 | 0.7662
9552.png             | 0.4815 | 2.08 | 17.90 | 0.7120
9554.png             | 0.5049 | 1.98 | 20.86 | 0.8230
9556.png             | 0.4819 | 2.08 | 17.07 | 0.6892
9558.png             | 0.5022 | 1.99 | 19.46 | 0.5220
9563.png             | 0.4796 | 2.09 | 20.33 | 0.5955
957.png              | 0.5011 | 2.00 | 21.16 | 0.7281
9583.png             | 0.5065 | 1.97 | 19.34 | 0.9680
9584.png             | 0.4863 | 2.06 | 20.61 | 0.9671
9589.png             | 0.4775 | 2.09 | 21.16 | 0.9718
9592.png             | 0.4820 | 2.07 | 16.58 | 0.7522
9607.png             | 0.5451 | 1.83 | 22.45 | 0.8292
9612.png             | 0.4911 | 2.04 | 16.33 | 0.8604
9627.png             | 0.5085 | 1.97 | 19.81 | 0.8596
9629.png             | 0.4917 | 2.03 | 25.13 | 0.9023
9632.png             | 0.5027 | 1.99 | 19.39 | 0.8109
9643.png             | 0.5006 | 2.00 | 24.88 | 0.8289
9659.png             | 0.4800 | 2.08 | 28.40 | 0.9204
9661.png             | 0.4782 | 2.09 | 23.65 | 0.7030
9666.png             | 0.5012 | 2.00 | 14.20 | 0.5979
9667.png             | 0.4935 | 2.03 | 26.75 | 0.5759
9668.png             | 0.5057 | 1.98 | 15.58 | 0.5054
9670.png             | 0.4877 | 2.05 | 25.21 | 0.6680
9672.png             | 0.4832 | 2.07 | 19.36 | 0.9304
968.png              | 0.4790 | 2.09 | 18.93 | 0.8621
9684.png             | 0.5364 | 1.86 | 25.33 | 0.8285
9687.png             | 0.5113 | 1.96 | 20.14 | 0.7716
9689.png             | 0.4874 | 2.05 | 24.18 | 0.7516
9692.png             | 0.5027 | 1.99 | 23.31 | 0.8790
9693.png             | 0.4787 | 2.09 | 24.23 | 0.9174
97.png               | 0.5045 | 1.98 | 15.76 | 0.7008
9708.png             | 0.5230 | 1.91 | 23.77 | 0.8381
9709.png             | 0.4957 | 2.02 | 32.03 | 0.9502
9729.png             | 0.5101 | 1.96 | 22.15 | 0.7691
9732.png             | 0.5083 | 1.97 | 13.86 | 0.6100
9737.png             | 0.4831 | 2.07 | 15.51 | 0.7043
9750.png             | 0.4864 | 2.06 | 24.11 | 0.6729
9762.png             | 0.4999 | 2.00 | 19.17 | 0.6408
979.png              | 0.4988 | 2.00 | 18.79 | 0.8123
9805.png             | 0.4927 | 2.03 | 24.04 | 0.8591
981.png              | 0.4987 | 2.01 | 24.32 | 0.8706
9810.png             | 0.4781 | 2.09 | 27.25 | 0.8823
9817.png             | 0.4764 | 2.10 | 19.15 | 0.7266
9842.png             | 0.4820 | 2.07 | 25.27 | 0.8093
9844.png             | 0.5020 | 1.99 | 19.61 | 0.8095
9845.png             | 0.4733 | 2.11 | 21.68 | 0.8231
9857.png             | 0.4786 | 2.09 | 26.63 | 0.9189
9882.png             | 0.4850 | 2.06 | 17.63 | 0.7581
9884.png             | 0.4902 | 2.04 | 16.94 | 0.7073
9890.png             | 0.5273 | 1.90 | 15.58 | 0.6206
9892.png             | 0.5016 | 1.99 | 18.30 | 0.5357
9902.png             | 0.4894 | 2.04 | 16.07 | 0.5829
9922.png             | 0.4778 | 2.09 | 22.54 | 0.5913
9928.png             | 0.5094 | 1.96 | 22.44 | 0.7719
9936.png             | 0.5357 | 1.87 | 18.95 | 0.8572
994.png              | 0.4785 | 2.09 | 17.60 | 0.7136
9941.png             | 0.4831 | 2.07 | 16.90 | 0.8324
995.png              | 0.4835 | 2.07 | 17.47 | 0.8246
9952.png             | 0.5086 | 1.97 | 20.48 | 0.8305
9967.png             | 0.4992 | 2.00 | 21.00 | 0.6191
9986.png             | 0.4775 | 2.09 | 23.51 | 0.6940
