Infinite-ISP Performance & Accuracy Analysis Report
====================================================

Dataset: Mediatek RAW -> Fujifilm Ground Truth
Number of images: 2417
Total Processing Time: 1104.0592 seconds
Average Time Per Image: 0.4568 seconds
Overall FPS: 2.19 Frames/Second
Average PSNR: 20.8483 dB
Average SSIM: 0.765946

Individual Results:
Filename             | Time(s) | FPS | PSNR(dB) | SSIM
17809.png            | 0.4828 | 2.07 | 21.04 | 0.7206
17811.png            | 0.4852 | 2.06 | 13.38 | 0.6217
17814.png            | 0.5014 | 1.99 | 14.43 | 0.8992
17815.png            | 0.4760 | 2.10 | 16.31 | 0.8476
17823.png            | 0.4815 | 2.08 | 15.98 | 0.7982
17826.png            | 0.4850 | 2.06 | 21.94 | 0.8343
17838.png            | 0.4790 | 2.09 | 28.83 | 0.8912
17877.png            | 0.4843 | 2.06 | 21.64 | 0.8984
17881.png            | 0.4736 | 2.11 | 26.06 | 0.8908
17887.png            | 0.4883 | 2.05 | 20.35 | 0.8943
1789.png             | 0.4803 | 2.08 | 25.05 | 0.7278
17896.png            | 0.4882 | 2.05 | 17.86 | 0.6191
17898.png            | 0.4800 | 2.08 | 18.37 | 0.6783
179.png              | 0.4843 | 2.07 | 20.34 | 0.7716
17902.png            | 0.4762 | 2.10 | 14.85 | 0.6172
17913.png            | 0.5097 | 1.96 | 22.03 | 0.8903
17926.png            | 0.4743 | 2.11 | 15.41 | 0.9085
17932.png            | 0.4753 | 2.10 | 15.84 | 0.9351
17937.png            | 0.4797 | 2.08 | 23.89 | 0.9248
17944.png            | 0.5143 | 1.94 | 16.90 | 0.9241
17946.png            | 0.4783 | 2.09 | 17.89 | 0.7420
17960.png            | 0.4840 | 2.07 | 23.22 | 0.8330
17963.png            | 0.4794 | 2.09 | 23.72 | 0.7926
17967.png            | 0.4774 | 2.09 | 19.40 | 0.6747
17970.png            | 0.4737 | 2.11 | 24.94 | 0.4651
17977.png            | 0.5119 | 1.95 | 14.78 | 0.7106
17978.png            | 0.4662 | 2.14 | 25.27 | 0.7839
17999.png            | 0.4753 | 2.10 | 27.87 | 0.8861
18005.png            | 0.4731 | 2.11 | 17.01 | 0.8832
1803.png             | 0.4975 | 2.01 | 17.40 | 0.7471
18041.png            | 0.4802 | 2.08 | 24.16 | 0.8352
18043.png            | 0.4815 | 2.08 | 22.73 | 0.7737
18050.png            | 0.4745 | 2.11 | 30.29 | 0.8961
18052.png            | 0.4747 | 2.11 | 26.00 | 0.7600
18054.png            | 0.4817 | 2.08 | 20.32 | 0.8417
18055.png            | 0.4798 | 2.08 | 24.50 | 0.7752
18056.png            | 0.5082 | 1.97 | 24.96 | 0.7048
18057.png            | 0.4947 | 2.02 | 18.38 | 0.7903
18074.png            | 0.5174 | 1.93 | 17.86 | 0.5732
18076.png            | 0.5136 | 1.95 | 23.39 | 0.7512
18077.png            | 0.4972 | 2.01 | 19.52 | 0.6784
18083.png            | 0.4842 | 2.07 | 18.64 | 0.6477
18093.png            | 0.4843 | 2.06 | 16.51 | 0.8743
18095.png            | 0.5069 | 1.97 | 16.28 | 0.8158
18104.png            | 0.4814 | 2.08 | 21.27 | 0.8895
18108.png            | 0.4901 | 2.04 | 16.70 | 0.8522
18110.png            | 0.4745 | 2.11 | 16.84 | 0.8386
18128.png            | 0.4821 | 2.07 | 23.49 | 0.8069
18137.png            | 0.4999 | 2.00 | 22.27 | 0.7376
18141.png            | 0.4729 | 2.11 | 28.91 | 0.7935
18146.png            | 0.4757 | 2.10 | 22.18 | 0.6353
18178.png            | 0.5052 | 1.98 | 29.30 | 0.8013
18213.png            | 0.4783 | 2.09 | 20.32 | 0.7332
18214.png            | 0.4850 | 2.06 | 21.38 | 0.7394
1823.png             | 0.5167 | 1.94 | 22.50 | 0.8850
18230.png            | 0.5026 | 1.99 | 16.55 | 0.7887
18231.png            | 0.5085 | 1.97 | 17.76 | 0.8776
18238.png            | 0.4706 | 2.12 | 23.02 | 0.6607
18249.png            | 0.5060 | 1.98 | 14.20 | 0.7008
1826.png             | 0.4886 | 2.05 | 18.34 | 0.7682
18270.png            | 0.4731 | 2.11 | 16.60 | 0.8888
18282.png            | 0.4791 | 2.09 | 28.10 | 0.9073
18284.png            | 0.4845 | 2.06 | 17.71 | 0.8410
18289.png            | 0.4895 | 2.04 | 21.24 | 0.9443
18291.png            | 0.5055 | 1.98 | 19.71 | 0.7893
18292.png            | 0.5138 | 1.95 | 19.43 | 0.8477
18296.png            | 0.4803 | 2.08 | 20.64 | 0.7183
183.png              | 0.5073 | 1.97 | 25.27 | 0.6634
18308.png            | 0.4738 | 2.11 | 17.34 | 0.6876
18309.png            | 0.5055 | 1.98 | 16.59 | 0.8217
18324.png            | 0.5103 | 1.96 | 17.53 | 0.6622
18352.png            | 0.4758 | 2.10 | 21.78 | 0.9252
18361.png            | 0.4709 | 2.12 | 18.14 | 0.8293
18375.png            | 0.4860 | 2.06 | 22.18 | 0.9683
1838.png             | 0.5177 | 1.93 | 20.39 | 0.8487
18383.png            | 0.4888 | 2.05 | 20.96 | 0.8632
18388.png            | 0.4817 | 2.08 | 21.26 | 0.8477
18393.png            | 0.5118 | 1.95 | 27.41 | 0.8360
184.png              | 0.4966 | 2.01 | 15.30 | 0.6028
18414.png            | 0.4837 | 2.07 | 22.42 | 0.6894
18415.png            | 0.4805 | 2.08 | 21.62 | 0.9597
18417.png            | 0.5066 | 1.97 | 22.46 | 0.8103
18422.png            | 0.4883 | 2.05 | 21.96 | 0.6589
18446.png            | 0.4810 | 2.08 | 18.62 | 0.7782
18459.png            | 0.4837 | 2.07 | 26.88 | 0.8492
18464.png            | 0.4775 | 2.09 | 18.37 | 0.7127
18480.png            | 0.5044 | 1.98 | 20.71 | 0.9296
18498.png            | 0.5130 | 1.95 | 20.35 | 0.8462
18522.png            | 0.5158 | 1.94 | 17.38 | 0.9613
18527.png            | 0.4669 | 2.14 | 16.73 | 0.9457
1853.png             | 0.4869 | 2.05 | 18.68 | 0.6970
18545.png            | 0.4855 | 2.06 | 22.78 | 0.7661
1855.png             | 0.4922 | 2.03 | 21.91 | 0.6684
18559.png            | 0.4742 | 2.11 | 17.40 | 0.9641
1856.png             | 0.5057 | 1.98 | 22.15 | 0.6469
18587.png            | 0.4927 | 2.03 | 17.61 | 0.7131
18591.png            | 0.5105 | 1.96 | 19.68 | 0.8148
18611.png            | 0.4872 | 2.05 | 20.06 | 0.7286
18614.png            | 0.4757 | 2.10 | 12.73 | 0.4850
18622.png            | 0.5029 | 1.99 | 21.74 | 0.8630
18628.png            | 0.5164 | 1.94 | 17.68 | 0.8336
18629.png            | 0.5032 | 1.99 | 18.66 | 0.9111
18645.png            | 0.5065 | 1.97 | 24.94 | 0.8343
18654.png            | 0.4772 | 2.10 | 19.57 | 0.9744
18696.png            | 0.5083 | 1.97 | 20.84 | 0.7676
18703.png            | 0.4820 | 2.07 | 19.50 | 0.8298
18713.png            | 0.4802 | 2.08 | 21.67 | 0.8394
18736.png            | 0.4827 | 2.07 | 15.90 | 0.8445
18743.png            | 0.4806 | 2.08 | 22.51 | 0.8128
18744.png            | 0.4845 | 2.06 | 18.18 | 0.7792
18765.png            | 0.5151 | 1.94 | 20.09 | 0.8470
18779.png            | 0.5077 | 1.97 | 15.15 | 0.6147
18783.png            | 0.5055 | 1.98 | 20.04 | 0.5938
18795.png            | 0.4993 | 2.00 | 24.56 | 0.9504
18797.png            | 0.4777 | 2.09 | 24.51 | 0.9141
18798.png            | 0.5230 | 1.91 | 17.74 | 0.8400
18800.png            | 0.4821 | 2.07 | 24.52 | 0.8956
18803.png            | 0.4815 | 2.08 | 22.61 | 0.9029
18806.png            | 0.4690 | 2.13 | 24.93 | 0.7694
18823.png            | 0.4783 | 2.09 | 19.56 | 0.6984
18856.png            | 0.4746 | 2.11 | 19.55 | 0.9218
18859.png            | 0.4834 | 2.07 | 18.06 | 0.4196
18871.png            | 0.4882 | 2.05 | 22.36 | 0.7734
18876.png            | 0.4822 | 2.07 | 22.79 | 0.6792
189.png              | 0.4672 | 2.14 | 21.72 | 0.5940
18904.png            | 0.4796 | 2.08 | 19.49 | 0.7915
18917.png            | 0.4770 | 2.10 | 27.11 | 0.8261
18941.png            | 0.4810 | 2.08 | 15.10 | 0.9626
18947.png            | 0.4742 | 2.11 | 18.49 | 0.8109
18960.png            | 0.4867 | 2.05 | 14.05 | 0.6013
18980.png            | 0.4917 | 2.03 | 22.53 | 0.9314
18997.png            | 0.4750 | 2.11 | 18.34 | 0.8374
18998.png            | 0.4885 | 2.05 | 22.26 | 0.6879
19004.png            | 0.4877 | 2.05 | 23.91 | 0.6633
19007.png            | 0.4841 | 2.07 | 13.91 | 0.4529
19019.png            | 0.5035 | 1.99 | 26.29 | 0.5927
19039.png            | 0.4891 | 2.04 | 25.26 | 0.7907
19045.png            | 0.5166 | 1.94 | 19.51 | 0.6550
19064.png            | 0.4853 | 2.06 | 18.61 | 0.5853
19067.png            | 0.5160 | 1.94 | 22.91 | 0.7650
19075.png            | 0.4857 | 2.06 | 18.70 | 0.7058
19088.png            | 0.5088 | 1.97 | 18.17 | 0.6914
19101.png            | 0.5040 | 1.98 | 14.03 | 0.6467
19106.png            | 0.4848 | 2.06 | 12.79 | 0.6586
19110.png            | 0.5112 | 1.96 | 17.23 | 0.8133
19132.png            | 0.4781 | 2.09 | 15.19 | 0.8360
19138.png            | 0.4819 | 2.07 | 24.37 | 0.7171
1916.png             | 0.4878 | 2.05 | 19.40 | 0.5783
19178.png            | 0.4879 | 2.05 | 24.90 | 0.6220
19191.png            | 0.4860 | 2.06 | 18.89 | 0.6673
19197.png            | 0.4781 | 2.09 | 13.87 | 0.8487
19213.png            | 0.4751 | 2.10 | 21.44 | 0.5258
1922.png             | 0.4843 | 2.06 | 13.55 | 0.8193
19245.png            | 0.5115 | 1.95 | 21.62 | 0.7923
19254.png            | 0.4714 | 2.12 | 18.90 | 0.4702
19267.png            | 0.4595 | 2.18 | 22.28 | 0.9154
19272.png            | 0.4541 | 2.20 | 21.96 | 0.4939
19278.png            | 0.4500 | 2.22 | 19.49 | 0.7527
19279.png            | 0.4646 | 2.15 | 20.28 | 0.5802
1928.png             | 0.4635 | 2.16 | 14.80 | 0.6085
19293.png            | 0.4574 | 2.19 | 20.85 | 0.7934
19296.png            | 0.4710 | 2.12 | 17.60 | 0.6992
19303.png            | 0.4459 | 2.24 | 23.07 | 0.9822
19307.png            | 0.4495 | 2.22 | 17.64 | 0.7478
19311.png            | 0.4413 | 2.27 | 16.74 | 0.9595
19321.png            | 0.4394 | 2.28 | 13.87 | 0.4843
19328.png            | 0.4379 | 2.28 | 24.52 | 0.7387
19329.png            | 0.4464 | 2.24 | 13.36 | 0.5223
19335.png            | 0.4374 | 2.29 | 24.88 | 0.8916
19348.png            | 0.4481 | 2.23 | 26.22 | 0.7012
19374.png            | 0.4397 | 2.27 | 24.29 | 0.7254
19383.png            | 0.4425 | 2.26 | 20.44 | 0.6258
19388.png            | 0.4464 | 2.24 | 19.23 | 0.8529
19399.png            | 0.4457 | 2.24 | 21.68 | 0.7894
19402.png            | 0.4484 | 2.23 | 18.19 | 0.7104
19405.png            | 0.4498 | 2.22 | 16.29 | 0.7420
19406.png            | 0.4400 | 2.27 | 23.15 | 0.7979
19408.png            | 0.4376 | 2.29 | 22.18 | 0.7348
19444.png            | 0.4341 | 2.30 | 17.07 | 0.9531
19447.png            | 0.4327 | 2.31 | 18.47 | 0.9658
19449.png            | 0.4418 | 2.26 | 21.44 | 0.9171
19453.png            | 0.4387 | 2.28 | 18.15 | 0.9577
1948.png             | 0.4395 | 2.28 | 17.75 | 0.7596
19482.png            | 0.4372 | 2.29 | 18.02 | 0.5947
19483.png            | 0.4424 | 2.26 | 17.11 | 0.9455
19501.png            | 0.4422 | 2.26 | 26.06 | 0.8620
19512.png            | 0.4565 | 2.19 | 24.98 | 0.8455
19514.png            | 0.4405 | 2.27 | 25.43 | 0.7536
19522.png            | 0.4602 | 2.17 | 24.02 | 0.7275
19529.png            | 0.4496 | 2.22 | 23.58 | 0.7453
19540.png            | 0.4421 | 2.26 | 22.56 | 0.7185
19546.png            | 0.4528 | 2.21 | 15.99 | 0.4222
19563.png            | 0.4451 | 2.25 | 18.83 | 0.6920
19569.png            | 0.4392 | 2.28 | 26.73 | 0.9399
19570.png            | 0.4382 | 2.28 | 30.54 | 0.9662
19601.png            | 0.4445 | 2.25 | 21.38 | 0.7152
19603.png            | 0.4408 | 2.27 | 19.65 | 0.6971
19604.png            | 0.4372 | 2.29 | 20.23 | 0.7210
19613.png            | 0.4443 | 2.25 | 21.05 | 0.7499
19615.png            | 0.4348 | 2.30 | 24.58 | 0.8187
19622.png            | 0.4401 | 2.27 | 28.08 | 0.7109
19624.png            | 0.4302 | 2.32 | 24.70 | 0.6496
19630.png            | 0.4388 | 2.28 | 23.79 | 0.8288
19631.png            | 0.4466 | 2.24 | 20.18 | 0.7783
19643.png            | 0.4483 | 2.23 | 19.00 | 0.6791
1965.png             | 0.4389 | 2.28 | 15.96 | 0.8831
19651.png            | 0.4455 | 2.24 | 21.80 | 0.7231
19663.png            | 0.4475 | 2.23 | 23.05 | 0.8211
19664.png            | 0.4408 | 2.27 | 23.13 | 0.7581
19668.png            | 0.4338 | 2.30 | 24.51 | 0.5942
19670.png            | 0.4399 | 2.27 | 17.88 | 0.9380
19671.png            | 0.4413 | 2.27 | 16.72 | 0.8740
19681.png            | 0.4304 | 2.32 | 21.71 | 0.8137
19683.png            | 0.4446 | 2.25 | 12.78 | 0.8134
19705.png            | 0.4466 | 2.24 | 17.48 | 0.7046
19724.png            | 0.4481 | 2.23 | 21.72 | 0.7866
19736.png            | 0.4403 | 2.27 | 21.63 | 0.6733
1974.png             | 0.4428 | 2.26 | 17.76 | 0.4054
19740.png            | 0.4302 | 2.32 | 19.53 | 0.8761
1976.png             | 0.4346 | 2.30 | 23.34 | 0.4879
19762.png            | 0.4329 | 2.31 | 21.44 | 0.6075
19765.png            | 0.4325 | 2.31 | 16.45 | 0.9534
19809.png            | 0.4255 | 2.35 | 24.22 | 0.5980
19818.png            | 0.4414 | 2.27 | 14.94 | 0.8644
19819.png            | 0.4330 | 2.31 | 15.76 | 0.9336
19826.png            | 0.4349 | 2.30 | 23.56 | 0.8585
19834.png            | 0.4411 | 2.27 | 21.70 | 0.8395
19843.png            | 0.4439 | 2.25 | 20.26 | 0.7065
19848.png            | 0.4354 | 2.30 | 14.60 | 0.4046
19867.png            | 0.4366 | 2.29 | 14.22 | 0.6136
19880.png            | 0.4399 | 2.27 | 20.51 | 0.7588
19903.png            | 0.4401 | 2.27 | 19.52 | 0.6850
1992.png             | 0.4413 | 2.27 | 17.17 | 0.7373
19936.png            | 0.4495 | 2.22 | 17.60 | 0.6529
19940.png            | 0.4455 | 2.24 | 18.83 | 0.7718
19946.png            | 0.4406 | 2.27 | 23.65 | 0.7265
1995.png             | 0.4424 | 2.26 | 20.37 | 0.8227
19952.png            | 0.4339 | 2.30 | 23.51 | 0.9781
19965.png            | 0.4463 | 2.24 | 24.15 | 0.9103
19966.png            | 0.4279 | 2.34 | 22.86 | 0.9689
19971.png            | 0.4366 | 2.29 | 20.33 | 0.9593
19972.png            | 0.4373 | 2.29 | 22.95 | 0.8533
19978.png            | 0.4424 | 2.26 | 20.66 | 0.9220
19995.png            | 0.4354 | 2.30 | 23.78 | 0.9560
20002.png            | 0.4421 | 2.26 | 20.98 | 0.9096
2001.png             | 0.4402 | 2.27 | 18.37 | 0.5801
20028.png            | 0.4299 | 2.33 | 27.23 | 0.9535
20040.png            | 0.4379 | 2.28 | 25.21 | 0.6618
20049.png            | 0.4380 | 2.28 | 14.35 | 0.6299
20064.png            | 0.4383 | 2.28 | 19.89 | 0.8354
20080.png            | 0.4335 | 2.31 | 18.60 | 0.7157
20081.png            | 0.4470 | 2.24 | 17.71 | 0.7158
20103.png            | 0.4349 | 2.30 | 22.15 | 0.8110
20104.png            | 0.4404 | 2.27 | 20.92 | 0.7580
20114.png            | 0.4448 | 2.25 | 26.85 | 0.8996
20117.png            | 0.4407 | 2.27 | 20.87 | 0.7910
20125.png            | 0.4418 | 2.26 | 25.22 | 0.8372
2013.png             | 0.4406 | 2.27 | 21.17 | 0.8447
2014.png             | 0.4442 | 2.25 | 19.58 | 0.6553
20140.png            | 0.4344 | 2.30 | 19.76 | 0.6126
2015.png             | 0.4361 | 2.29 | 19.58 | 0.6351
20166.png            | 0.4325 | 2.31 | 23.84 | 0.8180
20178.png            | 0.4309 | 2.32 | 23.10 | 0.7421
20185.png            | 0.4362 | 2.29 | 21.72 | 0.7607
20214.png            | 0.4351 | 2.30 | 22.18 | 0.7032
20222.png            | 0.4401 | 2.27 | 19.47 | 0.9678
20234.png            | 0.4423 | 2.26 | 16.53 | 0.4999
20236.png            | 0.4355 | 2.30 | 20.58 | 0.7117
20292.png            | 0.4397 | 2.27 | 22.88 | 0.9495
20307.png            | 0.4335 | 2.31 | 17.44 | 0.5391
20309.png            | 0.4303 | 2.32 | 15.09 | 0.5356
20311.png            | 0.4341 | 2.30 | 14.89 | 0.7355
20323.png            | 0.4319 | 2.32 | 24.82 | 0.7035
20328.png            | 0.4293 | 2.33 | 20.14 | 0.6625
2033.png             | 0.4250 | 2.35 | 22.72 | 0.7871
20337.png            | 0.4316 | 2.32 | 16.90 | 0.6448
20341.png            | 0.4316 | 2.32 | 19.07 | 0.7037
20346.png            | 0.4352 | 2.30 | 22.78 | 0.5972
20371.png            | 0.4373 | 2.29 | 19.45 | 0.8081
20378.png            | 0.4424 | 2.26 | 25.56 | 0.8026
20380.png            | 0.4405 | 2.27 | 22.40 | 0.8453
20388.png            | 0.4376 | 2.29 | 18.34 | 0.8224
20391.png            | 0.4397 | 2.27 | 26.20 | 0.8938
20392.png            | 0.4406 | 2.27 | 29.41 | 0.9097
20395.png            | 0.4386 | 2.28 | 22.97 | 0.7582
20400.png            | 0.4370 | 2.29 | 28.82 | 0.8878
20413.png            | 0.4368 | 2.29 | 19.66 | 0.8813
20417.png            | 0.4316 | 2.32 | 17.79 | 0.8947
2042.png             | 0.4408 | 2.27 | 12.04 | 0.8331
2046.png             | 0.4400 | 2.27 | 12.39 | 0.7038
20462.png            | 0.4401 | 2.27 | 18.77 | 0.9708
20466.png            | 0.4324 | 2.31 | 19.60 | 0.9070
20470.png            | 0.4417 | 2.26 | 21.57 | 0.8087
20494.png            | 0.4363 | 2.29 | 27.53 | 0.5794
20513.png            | 0.4381 | 2.28 | 17.57 | 0.6358
20530.png            | 0.4341 | 2.30 | 21.94 | 0.9798
20531.png            | 0.4341 | 2.30 | 20.14 | 0.9788
2055.png             | 0.4308 | 2.32 | 16.95 | 0.6851
20552.png            | 0.4323 | 2.31 | 22.94 | 0.6152
20553.png            | 0.4366 | 2.29 | 22.84 | 0.6777
20567.png            | 0.4420 | 2.26 | 23.21 | 0.8575
20583.png            | 0.4391 | 2.28 | 25.72 | 0.6537
20594.png            | 0.4453 | 2.25 | 19.95 | 0.7960
2060.png             | 0.4404 | 2.27 | 20.82 | 0.7136
20602.png            | 0.4447 | 2.25 | 23.38 | 0.6911
20605.png            | 0.4470 | 2.24 | 20.23 | 0.8918
20610.png            | 0.4474 | 2.23 | 15.84 | 0.7157
2064.png             | 0.4388 | 2.28 | 18.51 | 0.7487
20640.png            | 0.4302 | 2.32 | 20.14 | 0.7429
20660.png            | 0.4463 | 2.24 | 18.49 | 0.7486
20662.png            | 0.4484 | 2.23 | 18.58 | 0.8060
20663.png            | 0.4337 | 2.31 | 18.36 | 0.7896
20675.png            | 0.4363 | 2.29 | 27.27 | 0.8475
20679.png            | 0.4370 | 2.29 | 27.96 | 0.9137
20701.png            | 0.4421 | 2.26 | 19.48 | 0.5640
20705.png            | 0.4428 | 2.26 | 20.32 | 0.6902
20707.png            | 0.4451 | 2.25 | 25.41 | 0.8096
2071.png             | 0.4344 | 2.30 | 22.78 | 0.7802
20718.png            | 0.4418 | 2.26 | 24.34 | 0.7155
20732.png            | 0.4441 | 2.25 | 19.87 | 0.7042
20748.png            | 0.4360 | 2.29 | 18.98 | 0.6099
20752.png            | 0.4403 | 2.27 | 22.53 | 0.6972
2077.png             | 0.4458 | 2.24 | 13.53 | 0.5403
20779.png            | 0.4323 | 2.31 | 22.76 | 0.8769
20787.png            | 0.4382 | 2.28 | 19.41 | 0.6338
20796.png            | 0.4304 | 2.32 | 16.19 | 0.9609
20809.png            | 0.4447 | 2.25 | 21.34 | 0.9744
20811.png            | 0.4412 | 2.27 | 22.76 | 0.6497
20812.png            | 0.4376 | 2.29 | 20.33 | 0.7228
20816.png            | 0.4398 | 2.27 | 19.32 | 0.6086
20818.png            | 0.4410 | 2.27 | 22.79 | 0.7859
20828.png            | 0.4401 | 2.27 | 18.58 | 0.8078
20831.png            | 0.4346 | 2.30 | 21.79 | 0.7957
20833.png            | 0.4352 | 2.30 | 22.66 | 0.7888
20853.png            | 0.4404 | 2.27 | 23.98 | 0.8492
20858.png            | 0.4382 | 2.28 | 20.87 | 0.7515
20860.png            | 0.4338 | 2.31 | 23.99 | 0.7514
20865.png            | 0.4357 | 2.30 | 23.14 | 0.7940
20868.png            | 0.4387 | 2.28 | 16.86 | 0.9269
20878.png            | 0.4352 | 2.30 | 20.35 | 0.9626
20890.png            | 0.4512 | 2.22 | 18.77 | 0.6600
20935.png            | 0.4397 | 2.27 | 11.17 | 0.6625
20969.png            | 0.4437 | 2.25 | 27.00 | 0.6315
20987.png            | 0.4395 | 2.28 | 18.70 | 0.7236
20988.png            | 0.4512 | 2.22 | 18.44 | 0.6986
20989.png            | 0.4323 | 2.31 | 21.55 | 0.7136
20990.png            | 0.4348 | 2.30 | 23.80 | 0.7067
20991.png            | 0.4351 | 2.30 | 24.80 | 0.7240
20993.png            | 0.4424 | 2.26 | 25.92 | 0.7382
21000.png            | 0.4327 | 2.31 | 24.80 | 0.8879
21005.png            | 0.4370 | 2.29 | 13.86 | 0.6995
2102.png             | 0.4333 | 2.31 | 16.54 | 0.9498
21059.png            | 0.4425 | 2.26 | 15.50 | 0.5510
21071.png            | 0.4449 | 2.25 | 29.02 | 0.5977
21073.png            | 0.4453 | 2.25 | 18.07 | 0.6953
21088.png            | 0.4378 | 2.28 | 14.95 | 0.9345
21089.png            | 0.4378 | 2.28 | 14.33 | 0.9294
21092.png            | 0.4328 | 2.31 | 20.62 | 0.9775
21098.png            | 0.4415 | 2.27 | 14.42 | 0.9106
21105.png            | 0.4374 | 2.29 | 13.50 | 0.9082
21117.png            | 0.4335 | 2.31 | 26.15 | 0.9593
21123.png            | 0.4391 | 2.28 | 22.99 | 0.7445
21127.png            | 0.4336 | 2.31 | 29.62 | 0.7575
21140.png            | 0.4416 | 2.26 | 18.43 | 0.7043
21155.png            | 0.4343 | 2.30 | 27.67 | 0.9266
21159.png            | 0.4399 | 2.27 | 24.13 | 0.7641
21167.png            | 0.4413 | 2.27 | 16.16 | 0.6342
21169.png            | 0.4421 | 2.26 | 23.40 | 0.7543
2117.png             | 0.4467 | 2.24 | 25.11 | 0.8310
21190.png            | 0.4348 | 2.30 | 21.71 | 0.8402
2120.png             | 0.4376 | 2.29 | 22.78 | 0.6881
2121.png             | 0.4487 | 2.23 | 15.19 | 0.7582
2122.png             | 0.4329 | 2.31 | 19.67 | 0.7092
21243.png            | 0.4382 | 2.28 | 16.26 | 0.7392
21250.png            | 0.4455 | 2.24 | 18.08 | 0.8998
21252.png            | 0.4448 | 2.25 | 21.47 | 0.8997
21256.png            | 0.4459 | 2.24 | 20.58 | 0.7908
21261.png            | 0.4481 | 2.23 | 21.48 | 0.8237
21271.png            | 0.4331 | 2.31 | 21.78 | 0.8213
21273.png            | 0.4373 | 2.29 | 21.89 | 0.6117
21274.png            | 0.4413 | 2.27 | 22.41 | 0.6626
21294.png            | 0.4498 | 2.22 | 21.65 | 0.7430
21306.png            | 0.4553 | 2.20 | 20.37 | 0.7551
21314.png            | 0.4427 | 2.26 | 22.66 | 0.7285
21318.png            | 0.4434 | 2.26 | 16.85 | 0.9367
21331.png            | 0.4443 | 2.25 | 20.35 | 0.7616
2136.png             | 0.4463 | 2.24 | 18.33 | 0.8222
21366.png            | 0.4318 | 2.32 | 28.59 | 0.9826
21367.png            | 0.4431 | 2.26 | 17.18 | 0.6204
21370.png            | 0.4474 | 2.24 | 19.47 | 0.6300
21384.png            | 0.4347 | 2.30 | 22.35 | 0.6750
21392.png            | 0.4372 | 2.29 | 23.23 | 0.7323
21394.png            | 0.4390 | 2.28 | 20.73 | 0.6957
21401.png            | 0.4504 | 2.22 | 19.35 | 0.6691
21403.png            | 0.4397 | 2.27 | 20.16 | 0.7940
21406.png            | 0.4365 | 2.29 | 25.92 | 0.8721
21416.png            | 0.4455 | 2.24 | 21.85 | 0.5848
21458.png            | 0.4413 | 2.27 | 24.13 | 0.6095
21462.png            | 0.4356 | 2.30 | 15.61 | 0.8531
21465.png            | 0.4388 | 2.28 | 12.10 | 0.6033
21479.png            | 0.4374 | 2.29 | 17.20 | 0.7223
21483.png            | 0.4508 | 2.22 | 17.14 | 0.7889
2149.png             | 0.4439 | 2.25 | 17.19 | 0.6069
2150.png             | 0.4422 | 2.26 | 22.11 | 0.6539
21505.png            | 0.4305 | 2.32 | 21.71 | 0.6577
2151.png             | 0.4474 | 2.24 | 21.70 | 0.7201
21521.png            | 0.4367 | 2.29 | 22.70 | 0.6025
21533.png            | 0.4405 | 2.27 | 20.91 | 0.7109
21541.png            | 0.4404 | 2.27 | 18.37 | 0.6878
21547.png            | 0.4383 | 2.28 | 18.07 | 0.7015
21552.png            | 0.4373 | 2.29 | 22.67 | 0.7420
21555.png            | 0.4422 | 2.26 | 19.93 | 0.7847
21556.png            | 0.4402 | 2.27 | 17.40 | 0.6783
21558.png            | 0.4366 | 2.29 | 14.02 | 0.5931
21559.png            | 0.4338 | 2.31 | 25.54 | 0.8117
21560.png            | 0.4385 | 2.28 | 25.78 | 0.9252
21567.png            | 0.4447 | 2.25 | 25.37 | 0.8653
21568.png            | 0.4347 | 2.30 | 20.96 | 0.7974
21571.png            | 0.4440 | 2.25 | 24.89 | 0.7408
21573.png            | 0.4328 | 2.31 | 22.55 | 0.9646
2158.png             | 0.4432 | 2.26 | 16.47 | 0.8283
21587.png            | 0.4264 | 2.35 | 26.95 | 0.9833
21607.png            | 0.4337 | 2.31 | 21.20 | 0.6764
21615.png            | 0.4327 | 2.31 | 27.60 | 0.8903
21617.png            | 0.4329 | 2.31 | 27.53 | 0.8553
21625.png            | 0.4420 | 2.26 | 17.54 | 0.7664
21633.png            | 0.4459 | 2.24 | 18.18 | 0.8498
21636.png            | 0.4435 | 2.25 | 14.06 | 0.5895
21638.png            | 0.4366 | 2.29 | 17.03 | 0.7437
21658.png            | 0.4318 | 2.32 | 29.64 | 0.9666
21659.png            | 0.4463 | 2.24 | 21.28 | 0.6184
21662.png            | 0.4390 | 2.28 | 28.78 | 0.9805
21665.png            | 0.4356 | 2.30 | 23.66 | 0.9052
21668.png            | 0.4371 | 2.29 | 25.12 | 0.7988
21675.png            | 0.4341 | 2.30 | 21.79 | 0.8146
21679.png            | 0.4293 | 2.33 | 15.36 | 0.9040
21686.png            | 0.4355 | 2.30 | 12.34 | 0.9070
21691.png            | 0.4332 | 2.31 | 13.51 | 0.8125
21693.png            | 0.4392 | 2.28 | 15.05 | 0.8387
21698.png            | 0.4385 | 2.28 | 17.49 | 0.8091
21699.png            | 0.4435 | 2.25 | 20.53 | 0.9044
21709.png            | 0.4384 | 2.28 | 20.69 | 0.8050
21716.png            | 0.4438 | 2.25 | 19.95 | 0.7776
2172.png             | 0.4416 | 2.26 | 19.15 | 0.8397
21728.png            | 0.4439 | 2.25 | 23.22 | 0.8378
